 # File h.dat, created by Task#1 of TABOO on 2025.03.09 time=16.06.40
 # These h numbers are of loading type
  1       -0.10174843E+01      -0.16072985E+01      -0.58805434E-06      -0.12567995E-03      -0.28481902E-03      -0.56787865E-01      -0.39596429E-13       0.39596429E-13      -0.49173050E-03      -0.10957745E-11       0.10957745E-11      -0.15084246E-04      -0.13071874E-15      -0.13071874E-15
  2       -0.45391558E+00      -0.26455494E+01      -0.30189264E-05      -0.73637396E-03      -0.15968163E-03      -0.21021409E+00      -0.82124178E+00       0.31716322E-29      -0.21786198E-01      -0.11360783E-01      -0.55955907E-25      -0.42068484E-03      -0.95491885E-04       0.15942749E-27
  3       -0.46059872E+00      -0.37051626E+01      -0.80361328E-05      -0.19502351E-02      -0.17060521E-04      -0.30784194E+00      -0.95530152E+00      -0.55959954E-30      -0.85142748E-02      -0.15766682E-02       0.10695495E-25      -0.18942395E-03      -0.10409824E-04      -0.24370297E-28
  4       -0.45309444E+00      -0.47651713E+01      -0.16197126E-04      -0.38309625E-02      -0.16377937E-03      -0.37547665E+00      -0.97498602E+00      -0.30001185E-28      -0.43777892E-02      -0.94505855E-04       0.76211734E-24      -0.98933143E-04      -0.19229882E-04      -0.14374689E-26
  5       -0.46928802E+00      -0.58251568E+01      -0.27754291E-04      -0.62788746E-02      -0.67654172E-02      -0.36397026E+00      -0.10534002E+01       0.15036465E-29      -0.31322676E-02      -0.17463412E-02       0.13416241E-24      -0.64655068E-04      -0.95706675E-04      -0.32441529E-27
  6       -0.50250864E+00      -0.68848440E+01      -0.42793850E-04      -0.90920277E-02      -0.38112594E-01      -0.21008839E+00      -0.12649143E+01       0.69467301E-29      -0.28384628E-02      -0.36993191E-02      -0.83686933E-25      -0.50902440E-04      -0.16931245E-03       0.79495296E-28
  7       -0.54461057E+00      -0.79439400E+01      -0.61311322E-04      -0.12021213E-01      -0.75247640E-01      -0.40631542E-03      -0.15371734E+01       0.60808584E-28      -0.29843179E-02      -0.52559434E-02      -0.16207735E-23      -0.45855278E-04      -0.21949839E-03       0.24905052E-26
  8       -0.59099136E+00      -0.90020847E+01      -0.83239693E-04      -0.14817638E-01      -0.55430056E-01      -0.51840995E+00      -0.11428173E+01       0.14809986E-28      -0.34110897E-02      -0.63606132E-02      -0.57246010E-24      -0.45168692E-04      -0.24652863E-03       0.10775606E-26
  9       -0.63929293E+00      -0.10058826E+02      -0.10844958E-03      -0.17268914E-01      -0.24913043E-01      -0.11539214E+01      -0.64185930E+00       0.24910997E-28      -0.40606318E-02      -0.70943433E-02      -0.94376503E-24      -0.46977893E-04      -0.25568336E-03       0.21046392E-26
 10       -0.68826078E+00      -0.11113604E+02      -0.13674261E-03      -0.19222678E-01      -0.93814134E-02      -0.14733165E+01      -0.44026352E+00      -0.12002362E-28      -0.49059164E-02      -0.75427343E-02       0.13612808E-23      -0.50332469E-04      -0.25230450E-03      -0.40119902E-26
 11       -0.73715675E+00      -0.12165736E+02      -0.16784759E-03      -0.20596650E-01      -0.33217298E-02      -0.16787759E+01      -0.34034030E+00      -0.55279342E-28      -0.59286487E-02      -0.77729691E-02       0.22132100E-23      -0.54661292E-04      -0.24069500E-03      -0.73909498E-26
 12       -0.78549164E+00      -0.13214406E+02      -0.20142122E-03      -0.21375493E-01      -0.11477103E-02      -0.18390102E+01      -0.27833766E+00      -0.24916115E-28      -0.71109484E-02      -0.78360532E-02       0.12500158E-23      -0.59573106E-04      -0.22408896E-03      -0.52612171E-26
 13       -0.83290879E+00      -0.14258656E+02      -0.23705212E-03      -0.21597790E-01      -0.39175320E-03      -0.19764157E+01      -0.23384979E+00       0.34210001E-28      -0.84319045E-02      -0.77717265E-02      -0.11689012E-23      -0.64774634E-04      -0.20483676E-03       0.57809809E-26
 14       -0.87913342E+00      -0.15297372E+02      -0.27426736E-03      -0.21338167E-01      -0.13271409E-03      -0.20992914E+01      -0.19908991E+00       0.78018680E-28      -0.98662127E-02      -0.76117893E-02      -0.10994323E-23      -0.70033166E-04      -0.18459574E-03       0.52639253E-26
 15       -0.92394969E+00      -0.16329283E+02      -0.31254085E-03      -0.20689423E-01      -0.44716786E-04      -0.22110018E+01      -0.17066668E+00       0.28435716E-28      -0.11383964E-01      -0.73819924E-02      -0.58311401E-24      -0.75157792E-04      -0.16449172E-03       0.41782042E-26
 16       -0.96718906E+00      -0.17352950E+02      -0.35130345E-03      -0.19747876E-01      -0.15003266E-04      -0.23130321E+01      -0.14692055E+00       0.11427069E-27      -0.12951210E-01      -0.71031590E-02      -0.26746733E-23      -0.79989424E-04      -0.14525156E-03       0.21400643E-25
 17       -0.10087235E+01      -0.18366768E+02      -0.38995476E-03      -0.18603288E-01      -0.50162124E-05      -0.24061396E+01      -0.12692423E+00      -0.28146803E-28      -0.14531085E-01      -0.67919712E-02      -0.57427996E-24      -0.84395410E-04      -0.12731021E-03       0.68053800E-26
 18       -0.10484605E+01      -0.19368960E+02      -0.42787629E-03      -0.17333209E-01      -0.16719828E-05      -0.24908187E+01      -0.11007361E+00       0.11400815E-27      -0.16085305E-01      -0.64616121E-02      -0.25441363E-23      -0.88266657E-04      -0.11089520E-03       0.27372493E-25
 19       -0.10863395E+01      -0.20357584E+02      -0.46444587E-03      -0.16000809E-01      -0.55572281E-06      -0.25674911E+01      -0.95914386E-01       0.21239304E-27      -0.17575862E-01      -0.61223312E-02      -0.40210986E-23      -0.91516143E-04      -0.96091351E-04       0.49157603E-25
 20       -0.11223277E+01      -0.21330531E+02      -0.49905291E-03      -0.14655048E-01      -0.18420281E-06      -0.26365792E+01      -0.84069239E-01       0.22951063E-27      -0.18966754E-01      -0.57819497E-02      -0.51263668E-23      -0.94078117E-04      -0.82889070E-04       0.72601694E-25
 21       -0.11564172E+01      -0.22285543E+02      -0.53111391E-03      -0.13332154E-01      -0.60889146E-07      -0.26985283E+01      -0.74208829E-01      -0.22205164E-27      -0.20225584E-01      -0.54463056E-02       0.26911925E-23      -0.95907548E-04      -0.71219361E-04      -0.37792019E-25
 22       -0.11886217E+01      -0.23220216E+02      -0.56008785E-03      -0.12057683E-01      -0.20070084E-07      -0.27538053E+01      -0.66041185E-01       0.89863376E-29      -0.21324901E-01      -0.51196396E-02      -0.10684655E-24      -0.96979540E-04      -0.60978547E-04       0.31146229E-26
 23       -0.12189730E+01      -0.24132023E+02      -0.58549065E-03      -0.10848643E-01      -0.65956984E-08      -0.28028903E+01      -0.59308065E-01      -0.17073160E-27      -0.22243187E-01      -0.48049224E-02       0.19601245E-23      -0.97288529E-04      -0.52045299E-04      -0.34802070E-25
 24       -0.12475181E+01      -0.25018329E+02      -0.60690829E-03      -0.97154547E-02      -0.21607084E-08      -0.28462654E+01      -0.53783271E-01      -0.12371023E-28      -0.22965442E-01      -0.45041286E-02       0.79659653E-24      -0.96847148E-04      -0.44292014E-04      -0.19993705E-25
 25       -0.12743164E+01      -0.25876417E+02      -0.62400799E-03      -0.86636147E-02      -0.70545367E-09      -0.28844048E+01      -0.49270975E-01       0.25583314E-27      -0.23483356E-01      -0.42184615E-02      -0.40840935E-23      -0.95684733E-04      -0.37592177E-04       0.95004609E-25
 26       -0.12994371E+01      -0.26703516E+02      -0.63654684E-03      -0.76950367E-02      -0.22950278E-09      -0.29177664E+01      -0.45603492E-01       0.76657679E-27      -0.23795101E-01      -0.39485369E-02      -0.10324143E-22      -0.93845453E-04      -0.31824890E-04       0.25869108E-24
 27       -0.13229563E+01      -0.27496832E+02      -0.64437770E-03      -0.68091005E-02      -0.74381670E-10      -0.29467857E+01      -0.42638543E-01      -0.29276396E-27      -0.23904796E-01      -0.36945292E-02       0.54064381E-24      -0.91386122E-04      -0.26877468E-04       0.38384391E-26
 28       -0.13449552E+01      -0.28253583E+02      -0.64745186E-03      -0.60034461E-02      -0.24011456E-10      -0.29718715E+01      -0.40256221E-01      -0.35847921E-27      -0.23821736E-01      -0.34562890E-02       0.30831206E-23      -0.88373754E-04      -0.22646734E-04      -0.84943126E-25
 29       -0.13655182E+01      -0.28971036E+02      -0.64581861E-03      -0.52745634E-02      -0.77191411E-11      -0.29934038E+01      -0.38355935E-01       0.38047847E-28      -0.23559461E-01      -0.32334340E-02       0.13459929E-23      -0.84882960E-04      -0.19039448E-04      -0.48656935E-25
 30       -0.13847310E+01      -0.29646544E+02      -0.63962147E-03      -0.46182215E-02      -0.24708709E-11      -0.30117321E+01      -0.36853484E-01      -0.54357261E-27      -0.23134749E-01      -0.30254213E-02       0.52177739E-23      -0.80993287E-04      -0.15972203E-04      -0.17397139E-24
 31       -0.14026793E+01      -0.30277590E+02      -0.62909154E-03      -0.40297779E-02      -0.78741781E-12      -0.30271759E+01      -0.35678429E-01       0.57163722E-27      -0.22566612E-01      -0.28316014E-02      -0.60183857E-23      -0.76786599E-04      -0.13370983E-04       0.22880319E-24
 32       -0.14194476E+01      -0.30861827E+02      -0.61453804E-03      -0.35043966E-02      -0.24979860E-12      -0.30400250E+01      -0.34771780E-01      -0.56019145E-27      -0.21875352E-01      -0.26512605E-02       0.21529321E-23      -0.72344614E-04      -0.11170529E-04      -0.55247139E-25
 33       -0.14351185E+01      -0.31397114E+02      -0.59633670E-03      -0.30372016E-02      -0.78881006E-13      -0.30505412E+01      -0.34084039E-01      -0.46431179E-27      -0.21081710E-01      -0.24836513E-02       0.49427733E-23      -0.67746664E-04      -0.93136194E-05      -0.19191173E-24
